	ENG_e	FR_e	eng_stem	fr_stem	ratio_similarity
3951	ornate	orné	ornat	orné	67
3952	orphanage	orphelinat	orphanag	orphelinat	67
3953	oscillate	osciller	oscil	oscill	91
3954	oscilloscope	oscilloscope	oscilloscop	oscilloscop	100
3955	ostensible	ostensible	ostens	ostensibl	80
3956	ostracise	ostraciser	ostracis	ostracis	100
3957	otherwise	autrement	otherwis	autr	33
3958	ounce	once	ounc	once	75
3959	outage	panne	outag	pann	22
3960	outcome	résultat	outcom	résultat	29
3961	outdone	surpassé	outdon	surpass	15
3962	outface	décontenancer	outfac	décontenanc	47
3963	outhouse	appentis	outhous	appent	15
3964	outline	contour	outlin	contour	31
3965	outlive	survivre à	outliv	survivre à	38
3966	outmanoeuvre	manœuvre	outmanoeuvr	manœuvr	67
3967	outpace	devancer	outpac	devanc	33
3968	outrage	outrage	outrag	outrag	100
3969	outride	dépasser	outrid	dépass	17
3970	outshine	éclipser	outshin	éclips	15
3971	outshone	éclipser	outshon	éclips	15
3972	outside	à l'extérieur	outsid	à l'extérieur	11
3973	outsize	surdimensionné	outsiz	surdimension	33
3974	ovate	ovale	ovat	oval	75
3975	overactive	trop actif	overact	trop act	53
3976	overate	exagéré	over	exager	40
3977	overcame	vaincu	overcam	vaincu	31
3978	overcharge	surcharge	overcharg	surcharg	71
3979	overcome	surmonter	overcom	surmont	14
3980	overcompensate	surcompenser	overcompens	surcompens	76
3981	overdone	exagéré	overdon	exager	31
3982	overdose	surdosage	overdos	surdosag	53
3983	overdrive	surmultipliée	overdr	surmultipli	12
3984	overdue	en retard	overdu	en retard	40
3985	overemphasise	insister sur	overemphasis	insister sur	25
3986	overestimate	surestimer	overestim	surestim	71
3987	overexposure	surexposition	overexposur	surexposit	57
3988	overindulgence	abus	overindulg	abus	14
3989	overlie	recouvrir	overli	recouvr	46
3990	overpressure	surpression	overpressur	surpress	63
3991	overrate	surévaluer	overr	surévalu	15
3992	override	passer outre	overrid	passer outr	33
3993	overripe	trop mûr	overrip	trop mûr	27
3994	overrode	écraser	overrod	écras	17
3995	overrule	annuler	overrul	annul	33
3996	oversee	superviser	overse	supervis	43
3997	oversensitive	trop sensible	oversensit	trop sensibl	55
3998	oversize	surdimensionné	overs	surdimension	12
3999	overstate	exagérer	overst	exager	33
4000	overtake	dépasser	overtak	dépass	15
4001	overtime	au fil du temps	overtim	au fil du temp	19
4002	overtone	harmonique	overton	harmon	46
4003	overture	ouverture	overtur	ouvertur	93
4004	overuse	surutilisation	overus	surutilis	40
4005	overvalue	surévaluer	overvalu	surévalu	62
4006	overwrite	écraser	overwrit	écras	15
4007	overwrote	écrasé	overwrot	écras	15
4008	owe	devoir	owe	devoir	22
4009	oxalate	oxalate	oxal	oxalat	80
4010	oxide	oxyde	oxid	oxyd	75
4011	oxidise	s'oxyder	oxidis	s'oxyd	50
4012	ozone	ozone	ozon	ozon	100
4013	pace	rythme	pace	rythm	0
4014	packable	compressible	packabl	compressibl	33
4015	package	paquet	packag	paquet	33
4016	packhorse	cheval de bât	packhors	cheval de b	11
4017	paddle	pagayer	paddl	pagai	40
4018	padre	padre	padr	padr	100
4019	paedophile	pédophile	paedophil	pédophil	82
4020	page	page	page	pag	86
4021	paginate	paginer	pagin	pagin	100
4022	pairwise	par paire	pairwis	par pair	53
4023	palace	palais	palac	pal	75
4024	palatable	acceptable	palat	accept	36
4025	palate	palais	palat	pal	75
4026	palatinate	palatinat	palatin	palatinat	88
4027	palatine	palatin	palatin	palatin	100
4028	pale	pâle	pale	pâl	57
4029	paleface	visage pâle	palefac	visage pâl	24
4030	palette	palette	palett	palet	91
4031	palindrome	palindrome	palindrom	palindrom	100
4032	palisade	palissade	palisad	palissad	93
4033	palliative	palliatif	palli	palliat	83
4034	palpable	palpable	palpabl	palpabl	100
4035	palpate	palper	palpat	palp	80
4036	palpitate	palpiter	palpit	palpit	100
4037	panache	panache	panach	panach	100
4038	pancake	crêpe	pancak	crêp	20
4039	pane	vitre	pane	vitr	0
4040	pantile	tuile	pantil	tuil	60
4041	pantomime	pantomime	pantomim	pantomim	100
4042	papule	papule	papul	papul	100
4043	parable	parabole	parabl	parabol	92
4044	parachute	parachute	parachut	parachut	100
4045	parade	parade	parad	parad	100
4046	paradise	paradis	paradis	parad	83
4047	paralyse	paralyser	paralys	paralys	100
4048	parametrise	paramètre	parametris	parametr	89
4049	paraphrase	paraphrase	paraphras	paraphras	100
4050	parasite	parasite	parasit	parasit	100
4051	pardonable	pardonnable	pardon	pardon	100
4052	pare	rogner	pare	rogn	25
4053	parentage	origine	parentag	origin	29
4054	parenthesise	parenthèses	parenthesis	parenthes	90
4055	parlance	langage	parlanc	langag	46
4056	parole	parole	parol	parol	100
4057	parse	analyser	pars	analys	40
4058	parsonage	presbytère	parsonag	presbyter	35
4059	partake	participer	partak	particip	57
4060	participate	participer	particip	particip	100
4061	participative	participative	particip	particip	100
4062	participle	participe	participl	particip	94
4063	particle	particule	particl	particul	93
4064	particularise	particulariser	particularis	particularis	100
4065	particulate	particulaire	particul	particulair	84
4066	partridge	perdrix	partridg	perdrix	53
4067	parttime	à temps partiel	parttim	à temps partiel	45
4068	passable	passable	passabl	passabl	100
4069	passage	passage	passag	passag	100
4070	passe	passe	pass	pass	100
4071	passionate	passionné	passion	passion	100
4072	passive	passif	passiv	passif	83
4073	paste	pâte	past	pât	57
4074	pastiche	pastiche	pastich	pastich	100
4075	pastille	pastille	pastil	pastill	92
4076	pastime	Passe-temps	pastim	passe-temp	62
4077	pasture	pâturage	pastur	pâturag	62
4078	patchable	patchable	patchabl	patchabl	100
4079	pate	crâne	pate	crân	0
4080	patentable	brevetable	patent	brevet	17
4081	patentee	breveté	patente	brevet	15
4082	patience	patience	patienc	patienc	100
4083	patisserie	pâtisserie	patisseri	pâtisser	82
4084	patronage	patronage	patronag	patronag	100
4085	patronise	fréquenter	patronis	fréquent	12
4086	pause	pause	paus	paus	100
4087	pave	paver	pave	pav	86
4088	payable	payable	payabl	payabl	100
4089	payee	bénéficiaire	paye	bénéficiair	13
4090	payphone	téléphone public	payphon	téléphone public	35
4091	peace	paix	peac	paix	50
4092	peaceable	paisible	peaceabl	paisibl	53
4093	peacetime	temps de paix	peacetim	temps de paix	38
4094	pebble	Galet	pebbl	galet	20
4095	pedagogue	pédagogue	pedagogu	pédagogu	88
4096	peddle	colporter	peddl	colport	17
4097	pedigree	pedigree	pedigre	pedigre	100
4098	peephole	judas	peephol	jud	0
4099	peerage	pairie	peerag	pair	40
4100	pejorative	péjoratif	pejor	péjor	80
4101	pele	pelé	pele	pel	86
4102	penalise	pénaliser	penalis	pénalis	86
4103	penance	pénitence	penanc	pénitent	43
4104	pence	pence	penc	penc	100
4105	penetrable	pénétrable	penetr	pénetr	83
4106	penetrate	pénétrer	penetr	pénetr	83
4107	penetrative	pénétrant	penetr	pénetr	83
4108	penile	pénis	penil	pen	75
4109	penitence	pénitence	penit	pénitent	62
4110	penknife	canif	penknif	canif	50
4111	penname	sous-nom	pennam	sous-nom	29
4112	pensionable	ouvrant droit à pension	pension	ouvrant droit à pens	30
4113	pensive	pensif	pensiv	pensif	83
4114	pentathlete	pentathlète	pentathlet	pentathlet	100
4115	penthouse	attique	penthous	attiqu	29
4116	penultimate	pénultième	penultim	pénultiem	82
4117	people	gens	peopl	gen	25
4118	peptide	peptide	peptid	peptid	100
4119	perambulate	parcourir	perambul	parcour	40
4120	perceivable	perceptible	perceiv	perceptibl	71
4121	perceive	apercevoir	perceiv	apercevoir	71
4122	percentage	pourcentage	percentag	pourcentag	84
4123	percentile	centile	percentil	centil	80
4124	perceptible	perceptible	percept	perceptibl	82
4125	perceptive	perspicace	percept	perspicac	50
4126	perchance	par hasard	perchanc	par hasard	44
4127	perchlorate	perchlorate	perchlor	perchlorat	89
4128	percolate	filtrer	percol	filtr	18
4129	percussive	percutant	percuss	percut	77
4130	peregrine	pèlerin	peregrin	pèlerin	67
4131	perforate	perforer	perfor	perfor	100
4132	perforce	forcément	perforc	forc	73
4133	performable	performable	perform	perform	100
4134	performance	performance	perform	perform	100
4135	perfume	parfum	perfum	parfum	83
4136	perigee	périgée	perige	périg	73
4137	perioperative	périopératoire	periop	périopératoir	53
4138	periscope	périscope	periscop	périscop	88
4139	perishable	périssable	perish	périss	67
4140	perjure	se parjurer	perjur	se parjur	67
4141	permanence	permanence	perman	permanent	80
4142	permanganate	permanganate	permangan	permanganat	90
4143	permeable	perméable	permeabl	perméabl	88
4144	permeate	pénétrer	permeat	pénetr	46
4145	permissible	permis	permiss	perm	73
4146	permissive	permissif	permiss	permiss	100
4147	permute	permuter	permut	permut	100
4148	peroxidase	peroxydase	peroxidas	peroxydas	89
4149	peroxide	peroxyde	peroxid	peroxyd	86
4150	perpetrate	perpétrer	perpetr	perpetr	100
4151	perpetuate	perpétuer	perpetu	perpétu	86
4152	perquisite	perquis	perquisit	perqu	71
4153	persecute	persécuter	persecut	persécut	88
4154	perseverance	persévérance	persever	perséver	88
4155	persevere	persévérer	persever	perséver	88
4156	persistence	persistance	persist	persist	100
4157	personable	charmant	person	charm	18
4158	personae	personae	persona	persona	100
4159	personage	personnage	personag	personnag	94
4160	personalise	personnaliser	personalis	personnalis	95
4161	perspective	perspective	perspect	perspect	100
4162	perspire	transpirer	perspir	transpir	67
4163	persuade	persuader	persuad	persuad	100
4164	persuasive	persuasif	persuas	persuas	100
4165	pertinence	pertinence	pertin	pertinent	80
4166	peruse	lire attentivement	perus	lire attent	12
4167	pervade	imprégner	pervad	impregn	31
4168	pervasive	envahissant	pervas	envah	55
4169	perverse	pervers	pervers	perver	92
4170	pesticide	pesticide	pesticid	pesticid	100
4171	pestilence	peste	pestil	pest	80
4172	pestle	pilon	pestl	pilon	40
4173	pethidine	péthidine	pethidin	péthidin	88
4174	petite	menue	petit	menu	22
4175	petulance	irritabilité	petul	irrit	20
4176	phase	phase	phase	phas	89
4177	phenotype	phénotype	phenotyp	phénotyp	88
4178	phenylalanine	phénylalanine	phenylalanin	phénylalanin	92
4179	pheromone	phéromone	pheromon	phéromon	88
4180	philistine	Philistin	philistin	philistin	100
4181	philosophise	philosopher	philosophis	philosoph	90
4182	phone	téléphone	phone	téléphon	62
4183	phoneme	phonème	phonem	phonem	100
4184	phosphatase	phosphatase	phosphatas	phosphatas	100
4185	phosphate	phosphate	phosphat	phosphat	100
4186	phosphorescence	phosphorescence	phosphoresc	phosphorescent	88
4187	photosensitive	photosensible	photosensit	photosensibl	87
4188	photosphere	photosphère	photospher	photospher	100
4189	phrase	phrase	phrase	phras	91
4190	physique	physique	physiqu	physiqu	100
4191	pianoforte	pianoforte	pianofort	pianofort	100
4192	picaresque	picaresque	picaresqu	picaresqu	100
4193	pickaxe	pioche	pickax	pioch	55
4194	pickle	cornichon	pickl	cornichon	29
4195	picture	image	pictur	imag	20
4196	picturesque	pittoresque	picturesqu	pittoresqu	80
4197	pie	tarte	pie	tart	0
4198	piece	pièce	piec	piec	100
4199	piecewise	par morceaux	piecewis	par morceau	32
4200	pierce	transpercer	pierc	transperc	57
4201	piffle	balivernes	piffl	balivern	15
4202	pike	brochet	pike	brochet	18
4203	pile	pile	pile	pil	86
4204	pilgrimage	pèlerinage	pilgrimag	pèlerinag	67
4205	pillage	pillage	pillag	pillag	100
4206	pillowcase	taie d'oreiller	pillowcas	taie d'oreil	19
4207	pimple	bouton	pimpl	bouton	0
4208	pinafore	tablier	pinafor	tabli	17
4209	pine	pin	pine	pin	86
4210	pineapple	l'ananas	pineappl	l'anan	29
4211	pinhole	trou d'épingle	pinhol	trou d'épingl	42
4212	pinkie	auriculaire	pinki	auriculair	27
4213	pinnacle	sommet	pinnacl	sommet	0
4214	pinstripe	rayé	pinstrip	rai	18
4215	pipe	tuyau	pipe	tuyau	0
4216	pipeline	pipeline	pipelin	pipelin	100
4217	pipette	pipette	pipett	pipet	91
4218	pique	piquer	piqu	piqu	100
4219	pirate	pirate	pirat	pirat	100
4220	pirouette	pirouette	pirouett	pirouet	93
4221	pitiable	pitoyable	pitiabl	pitoi	67
4222	pittance	somme dérisoire	pittanc	somme dérisoir	10
4223	pixie	lutin	pixi	lutin	22
4224	placate	apaiser	placat	apais	36
4225	place	lieu	place	lieu	44
4226	placentae	placentae	placenta	placenta	100
4227	plagiarise	plagier	plagiaris	plagi	71
4228	plague	la peste	plagu	la pest	33
4229	plaice	plie	plaic	pli	75
4230	plaintive	plaintif	plaintiv	plaintif	88
4231	plane	avion	plane	avion	40
4232	plaque	plaque	plaqu	plaqu	100
4233	plate	assiette	plate	assiet	36
4234	platitude	platitude	platitud	platitud	100
4235	plausible	plausible	plausibl	plausibl	100
4236	playable	jouable	playabl	jouabl	46
4237	playhouse	théâtre	playhous	théâtr	14
4238	playmate	camarade de jeu	playmat	camarade de jeu	27
4239	playtime	récréation	playtim	récréat	29
4240	please	s'il te plaît	pleas	s'il te plaît	33
4241	pleasurable	agréable	pleasur	agréabl	14
4242	pleasure	plaisir	pleasur	plais	67
4243	plebiscite	plébiscite	plebiscit	plébiscit	89
4244	pledge	engagement	pledg	engag	40
4245	plenitude	plénitude	plenitud	plénitud	88
4246	pliable	souple	pliabl	soupl	36
4247	plosive	consonne occlusive	plosiv	consonne occlus	19
4248	ploughshare	soc	ploughshar	soc	15
4249	plughole	plughole	plughol	plughol	100
4250	plumage	plumage	plumag	plumag	100
4251	plume	plume	plume	plum	89
4252	plumtree	Prunier	plumtre	pruni	33
4253	plunge	plonger	plung	plong	80
4254	pluralise	pluraliser	pluralis	pluralis	100
4255	poetise	poétiser	poetis	poétis	83
4256	poise	équilibre	pois	équilibr	17
4257	poke	poussée	poke	pouss	44
4258	polarise	polariser	polaris	polaris	100
4259	pole	pôle	pole	pôl	57
4260	police	police	polic	polic	100
4261	polite	poli	polit	pol	75
4262	politesse	politesse	politess	politess	100
4263	politicise	politiser	politicis	politis	88
4264	pollinate	féconder	pollin	fécond	33
4265	pollute	polluer	pollut	pollu	91
4266	polonaise	polonaise	polonais	polonais	100
4267	polycarbonate	polycarbonate	polycarbon	polycarbonat	91
4268	polychrome	polychrome	polychrom	polychrom	100
4269	polycrystalline	polycristallin	polycrystallin	polycristallin	93
4270	polyethylene	polyéthylène	polyethylen	polyéthylen	91
4271	polymerase	polymérase	polymeras	polyméras	89
4272	polypeptide	polypeptide	polypeptid	polypeptid	100
4273	polypropylene	polypropylène	polypropylen	polypropylen	100
4274	polysaccharide	polysaccharide	polysaccharid	polysaccharid	100
4275	polystyrene	polystyrène	polystyren	polystyren	100
4276	polysyllable	polysyllabe	polysyl	polysyllab	82
4277	polythene	polyéthylène	polythen	polyéthylen	84
4278	polyurethane	polyuréthane	polyurethan	polyuréthan	91
4279	pomade	pommade	pomad	pommad	91
4280	pomegranate	Grenade	pomegran	grenad	43
4281	ponce	maquereau	ponc	maquereau	0
4282	pontificate	pontificat	pontif	pontificat	75
4283	poodle	caniche	poodl	canich	0
4284	poolside	au bord de la piscine	poolsid	au bord de la piscin	22
4285	pope	le pape	pope	le pap	40
4286	populace	populace	populac	populac	100
4287	popularise	populariser	popularis	popularis	100
4288	populate	peupler	popul	peupl	60
4289	porcine	porcin	porcin	porcin	100
4290	porcupine	porc-épic	porcupin	porc-épic	71
4291	pore	pore	pore	por	86
4292	porpoise	marsouin	porpois	marsouin	27
4293	porridge	bouillie	porridg	bouill	31
4294	portable	portable	portabl	portabl	100
4295	portage	portage	portag	portag	100
4296	porterage	portage	porterag	portag	86
4297	porthole	hublot	porthol	hublot	31
4298	portraiture	portrait	portraitur	portr	67
4299	pose	pose	pose	pos	86
4300	positionable	positionnable	position	position	100
4301	positive	positif	posit	posit	100
4302	posse	détachement	poss	détach	0
4303	possessive	possessif	possess	possess	100
4304	possible	possible	possibl	possibl	100
4305	postage	affranchissement	postag	affranch	14
4306	postcode	code postal	postcod	code postal	44
4307	postgraduate	de troisième cycle	postgradu	de troisième cycl	15
4308	postlude	postlude	postlud	postlud	100
4309	postoperative	postopératoire	postop	postopératoir	63
4310	postpone	reporter	postpon	report	46
4311	postulate	postulat	postul	postulat	86
4312	posture	posture	postur	postur	100
4313	potable	potable	potabl	potabl	100
4314	potentate	potentat	potent	potentat	86
4315	pothole	nid de poule	pothol	nid de poul	35
4316	pottage	potage	pottag	potag	91
4317	pouffe	pouf	pouff	pouf	89
4318	poultice	cataplasme	poultic	cataplasm	25
4319	pounce	bondir	pounc	bond	44
4320	poundage	martèlement	poundag	martel	15
4321	pourable	versable	pourabl	versabl	57
4322	powerhouse	centrale	powerhous	central	25
4323	practicable	praticable	practic	pratic	92
4324	practice	s'entraîner	practic	s'entraîn	25
4325	practise	s'entraîner	practis	s'entraîn	25
4326	prague	Prague	pragu	pragu	100
4327	prairie	prairie	prairi	prair	91
4328	praise	louer	prais	lou	0
4329	praline	praliné	pralin	pralin	100
4330	prance	caracoler	pranc	caracol	50
4331	prattle	babil	prattl	babil	36
4332	pre	pré	pre	pré	67
4333	preallocate	préallouer	prealloc	préallou	75
4334	preamble	préambule	preambl	préambul	80
4335	preauthorise	préautorisation	preauthoris	préautoris	86
4336	precede	précéder	preced	préced	83
4337	precedence	priorité	preced	priorit	31
4338	precipice	précipice	precipic	précipic	88
4339	precipitate	précipité	precipit	précip	71
4340	precise	précis	precis	prec	80
4341	preclude	empêcher	preclud	empêch	31
4342	predate	antidater	predat	antidat	46
4343	predefine	prédéfinir	predefin	prédéfin	75
4344	predetermine	prédéterminer	predetermin	prédétermin	82
4345	predicate	prédicat	predic	prédicat	71
4346	predicative	prédicatif	predic	prédiqu	62
4347	predictable	prévisible	predict	prévisibl	38
4348	predictive	prédictif	predict	prédict	86
4349	predispose	prédisposer	predispos	prédispos	89
